ID,TotalAmount,MostRecent,NumberOfPurchases,PurchaseInterval
10680,506,5/12/2006,6,234
10681,847,6/13/2006,11,202
10682,842,6/25/2006,10,190
10683,1069,11/24/2006,13,38
10684,649,4/21/2006,12,255
10685,476,4/7/2006,7,269
10686,784,9/25/2006,7,98
10687,644,5/31/2006,9,215
10688,1089,12/3/2006,10,29
10689,742,8/12/2006,8,142
10690,695,9/3/2006,6,120
10691,876,5/12/2006,7,234
10692,1145,10/4/2006,10,89
10693,678,10/17/2006,7,76
10694,758,6/22/2006,9,193
10695,547,5/26/2006,5,220
10696,866,11/10/2006,12,52
10697,1363,10/30/2006,12,63
10698,418,12/15/2005,7,382
10699,875,11/20/2006,10,42
10700,619,9/16/2006,9,107
10701,918,9/26/2006,9,97
10702,708,11/1/2005,7,426
10703,1196,12/18/2006,12,14
10704,1109,8/11/2006,9,143
10705,925,9/17/2006,10,106
10706,811,11/25/2006,8,37
10707,798,7/22/2006,9,163
10708,1053,11/7/2006,13,55
10709,978,9/16/2006,12,107
10710,1187,11/22/2006,10,40
10711,773,9/5/2005,9,483
10712,495,5/2/2006,8,244
10713,1291,10/7/2006,12,86
10714,493,4/15/2006,8,261
10715,388,8/18/2006,6,136
10716,566,11/20/2005,7,407
10717,730,4/5/2006,7,271
10718,656,11/24/2005,7,403
10719,1247,8/8/2006,13,146
10720,1124,10/18/2005,15,440
10721,822,1/4/2006,6,362
10722,541,9/21/2006,7,102
10723,1441,1/19/2006,10,347
10724,832,10/7/2005,8,451
10725,537,7/12/2005,6,538
10726,1546,7/29/2006,14,156
10727,1117,5/11/2006,12,235
10728,1375,11/20/2006,16,42
10729,452,8/12/2005,6,507
10730,1272,8/27/2006,14,127
10731,762,6/17/2006,8,198
10732,1140,10/5/2006,13,88
10733,1145,7/26/2006,10,159
10734,978,8/6/2005,8,513
10735,816,10/25/2006,9,68
10736,924,8/20/2006,7,134
10737,982,6/5/2006,13,210
10738,391,5/22/2006,5,224
10739,880,10/23/2006,12,70
10740,1147,11/16/2006,16,46
10741,1055,7/18/2005,10,532
10742,609,8/31/2006,5,123
10743,653,11/2/2006,7,60
10744,708,8/22/2005,7,497
10745,313,12/5/2006,6,27
10746,180,2/21/2005,3,679
10747,634,8/17/2006,9,137
10748,726,10/12/2005,8,446
10749,1238,6/23/2006,14,192
10750,602,9/29/2005,5,459
10751,496,7/30/2005,4,520
10752,923,10/1/2006,10,92
10753,741,9/6/2006,7,117
10754,806,8/2/2006,8,152
10755,780,10/12/2006,10,81
10756,1044,9/26/2005,10,462
10757,1090,11/3/2005,12,424
10758,1210,11/11/2006,12,51
10759,657,11/11/2006,9,51
10760,624,7/19/2006,11,166
10761,586,6/23/2005,8,557
10762,716,11/6/2006,7,56
10763,430,7/23/2005,6,527
10764,1027,10/30/2006,12,63
10765,851,10/25/2005,11,433
10766,1059,7/30/2006,11,155
10767,1058,6/11/2006,12,204
10768,846,12/22/2006,7,10
10769,976,8/1/2006,11,153
10770,1423,10/26/2006,12,67
10771,872,6/13/2006,12,202
10772,783,9/18/2006,12,105
10773,651,5/21/2006,9,225
10774,998,9/24/2006,11,99
10775,1300,12/13/2006,15,19
10776,716,6/14/2006,9,201
10777,808,11/28/2006,11,34
10778,1185,10/4/2006,15,89
10779,1324,11/9/2006,12,53
10780,819,8/9/2006,8,145
10781,662,4/2/2006,6,274
10782,226,5/23/2005,4,588
10783,838,8/17/2006,8,137
10784,1234,10/7/2006,9,86
10785,1056,11/7/2006,11,55
10786,599,6/14/2006,7,201
10787,1292,9/9/2006,13,114
10788,596,10/23/2005,6,435
10789,600,2/8/2006,6,327
10790,861,5/1/2006,10,245
10791,1130,10/24/2006,11,69
10792,989,12/23/2006,10,9
10793,1565,10/20/2006,16,73
10794,580,5/26/2005,6,585
10795,588,8/16/2006,6,138
10796,737,11/14/2006,10,48
10797,509,7/31/2006,6,154
10798,1403,11/1/2006,15,61
10799,693,11/3/2006,8,59
10800,560,9/26/2005,7,462
10801,665,8/2/2006,8,152
10802,315,11/12/2005,3,415
10803,1482,5/10/2006,12,236
10804,833,6/2/2006,8,213
10805,1276,7/25/2006,11,160
10806,906,9/8/2006,9,115
10807,1402,7/26/2006,14,159
10808,439,5/22/2006,5,224
10809,1231,9/26/2006,11,97
10810,1493,10/8/2006,13,85
10811,1297,6/2/2006,14,213
10812,1156,12/13/2006,12,19
10813,532,11/18/2006,5,44
10814,910,6/28/2006,11,187
10815,1031,9/12/2006,13,111
10816,1039,12/14/2006,9,18
10817,528,5/12/2006,9,234
10818,449,4/1/2006,7,275
10819,640,5/8/2006,5,238
10820,852,11/20/2006,13,42
10821,641,9/25/2006,7,98
10822,657,11/23/2005,9,404
10823,570,5/13/2006,9,233
10824,1015,8/8/2006,12,146
10825,770,5/21/2006,7,225
10826,504,12/1/2005,7,396
10827,845,10/18/2006,12,75
10828,1093,11/3/2006,10,59
10829,1472,9/2/2006,14,121
10830,1173,10/3/2006,9,90
10831,718,4/14/2006,7,262
10832,1220,3/7/2006,16,300
10833,694,9/23/2006,8,100
10834,821,2/3/2006,10,332
10835,591,12/24/2005,8,373
10836,1395,11/22/2006,13,40
10837,590,10/16/2005,7,442
10838,541,3/27/2006,8,280
10839,1362,10/13/2006,12,80
10840,810,10/10/2006,10,83
10841,832,8/3/2006,7,151
10842,983,9/7/2006,11,116
10843,1413,7/27/2006,15,158
10844,710,9/24/2006,5,99
10845,742,9/26/2005,7,462
10846,482,5/17/2006,6,229
10847,1222,9/20/2006,11,103
10848,760,11/18/2006,7,44
10849,1088,10/2/2006,11,91
10850,597,5/10/2006,6,236
10851,1455,10/29/2006,16,64
10852,1092,7/17/2006,9,168
10853,763,12/23/2006,7,9
10854,138,7/28/2006,4,157
10855,1058,12/11/2006,10,21
10856,881,9/18/2006,9,105
10857,605,10/20/2005,8,438
10858,923,1/16/2006,8,350
10859,1118,7/18/2006,12,167
10860,1085,12/3/2006,11,29
10861,604,3/14/2006,8,293
10862,756,9/22/2006,9,101
10863,876,4/29/2006,9,247
10864,964,3/24/2006,9,283
10865,610,2/26/2006,6,309
10866,348,11/23/2005,4,404
10867,719,9/11/2006,9,112
10868,716,11/8/2005,9,419
10869,922,7/22/2006,11,163
10870,1316,9/29/2006,12,94
10871,358,8/31/2005,4,488
10872,821,10/17/2006,10,76
10873,382,6/6/2006,6,209
10874,1200,11/6/2005,11,421
10875,1234,6/10/2006,12,205
10876,536,10/17/2006,7,76
10877,993,6/27/2006,11,188
10878,644,8/26/2006,5,128
10879,929,7/9/2006,11,176
10880,848,12/4/2006,10,28
10881,657,9/8/2006,9,115
10882,529,9/28/2006,6,95
10883,459,3/21/2006,9,286
10884,1038,12/19/2005,9,378
10885,1062,8/20/2006,8,134
10886,1284,10/18/2006,11,75
10887,686,8/30/2006,6,124
10888,2111,12/15/2006,18,17
10889,1534,8/8/2006,15,146
10890,776,1/1/2006,10,365
10891,904,8/29/2006,9,125
10892,972,7/23/2006,11,162
10893,377,7/26/2006,4,159
10894,656,6/24/2005,6,556
10895,318,11/30/2006,7,32
10896,905,12/30/2006,9,2
10897,450,3/23/2006,6,284
10898,438,7/16/2006,5,169
10899,503,8/6/2006,10,148
10900,695,3/19/2006,10,288
10901,1425,12/11/2006,12,21
10902,1451,7/18/2006,14,167
10903,1477,12/7/2006,15,25
10904,1274,10/2/2006,13,91
10905,1111,11/25/2006,11,37
10906,862,8/11/2006,10,143
10907,1381,9/9/2005,15,479
10908,828,10/27/2006,13,66
10909,832,9/11/2006,10,112
10910,781,10/14/2005,7,444
10911,1057,8/2/2006,9,152
10912,746,6/10/2006,9,205
10913,520,6/13/2006,7,202
10914,844,8/22/2006,7,132
10915,392,6/27/2006,5,188
10916,1250,12/2/2006,13,30
10917,929,1/24/2006,10,342
10918,362,9/2/2006,6,121
10919,1248,5/26/2006,13,220
10920,787,9/12/2006,9,111
10921,1027,9/17/2006,12,106
10922,839,10/9/2006,8,84
10923,1605,11/4/2006,18,58
10924,1122,5/2/2006,11,244
10925,692,11/17/2006,7,45
10926,792,7/22/2006,8,163
10927,440,7/27/2006,7,158
10928,1023,12/30/2006,12,2
10929,256,4/7/2005,3,634
10930,997,6/30/2006,12,185
10931,303,12/2/2006,4,30
10932,647,9/3/2006,9,120
10933,858,6/30/2006,8,185
10934,758,8/13/2005,7,506
10935,754,3/24/2006,6,283
10936,740,3/1/2006,6,306
10937,732,10/15/2006,10,78
10938,1522,10/28/2006,16,65
10939,454,11/28/2005,7,399
10940,1439,11/1/2006,15,61
10941,1393,8/23/2006,11,131
10942,954,12/27/2006,10,5
10943,818,6/29/2006,7,186
10944,1334,9/18/2006,12,105
10945,901,10/18/2006,13,75
10946,868,7/6/2006,10,179
10947,623,10/30/2006,6,63
10948,319,3/21/2005,3,651
10949,997,9/24/2006,11,99
10950,1071,8/26/2006,12,128
10951,668,4/11/2006,7,265
10952,656,10/1/2006,9,92
10953,480,5/24/2006,3,222
10954,390,6/30/2006,5,185
10955,631,5/24/2006,7,222
10956,733,10/19/2005,9,439
10957,1142,6/3/2006,11,212
10958,459,2/28/2006,4,307
10959,310,9/2/2005,6,486
10960,1132,11/30/2006,11,32
10961,821,10/10/2006,9,83
10962,1132,7/26/2005,10,524
10963,1525,9/17/2006,16,106
10964,698,11/3/2006,11,59
10965,514,6/10/2006,6,205
10966,1220,7/9/2006,10,176
10967,1823,11/4/2006,18,58
10968,791,10/25/2006,12,68
10969,867,8/20/2006,11,134
10970,1128,9/13/2005,10,475
10971,635,7/29/2006,9,156
10972,1071,9/26/2006,10,97
10973,1552,6/3/2006,16,212
10974,511,12/21/2006,5,11
10975,716,8/24/2005,5,495
10976,1070,8/20/2006,9,134
10977,648,12/18/2006,9,14
10978,944,7/21/2006,10,164
10979,1413,9/16/2006,11,107
10980,589,7/8/2006,5,177
10981,1308,6/7/2006,10,208
10982,624,9/29/2006,13,94
10983,368,8/11/2005,5,508
10984,832,10/11/2006,9,82
10985,840,5/9/2006,7,237
10986,1343,8/18/2006,12,136
10987,876,1/2/2006,10,364
10988,536,7/26/2006,6,159
10989,713,8/16/2006,7,138
10990,1418,9/24/2006,13,99
10991,1034,6/6/2006,10,209
10992,1482,8/7/2006,14,147
10993,600,3/20/2006,7,287
10994,359,8/29/2006,4,125
10995,642,8/17/2006,7,137
10996,847,8/13/2006,9,141
10997,481,9/14/2006,7,109
10998,1112,11/8/2005,9,419
10999,1539,12/18/2006,13,14
11000,1456,8/25/2006,12,129
11001,578,10/21/2005,7,437
11002,1216,10/10/2006,13,83
11003,1259,10/14/2006,13,79
11004,1055,8/19/2006,15,135
11005,870,12/20/2005,8,377
11006,607,10/4/2006,9,89
11007,586,7/3/2006,5,182
11008,969,12/13/2006,11,19
11009,1222,10/31/2006,12,62
11010,1207,10/3/2006,16,90
11011,469,5/19/2006,6,227
11012,741,6/24/2006,7,191
11013,620,8/20/2006,7,134
11014,621,7/15/2006,7,170
11015,213,8/19/2006,4,135
11016,1361,2/17/2006,13,318
11017,973,12/24/2005,10,373
11018,800,7/29/2005,8,521
11019,915,7/15/2006,10,170
11020,928,7/30/2006,8,155
11021,1675,10/6/2006,11,87
11022,276,7/8/2006,4,177
11023,79,3/3/2005,2,669
11024,1877,5/31/2006,16,215
11025,658,8/18/2006,9,136
11026,1726,12/6/2006,14,26
11027,476,4/30/2006,7,246
11028,1059,9/11/2006,11,112
11029,943,5/2/2006,11,244
11030,904,9/3/2006,9,120
11031,811,8/20/2006,10,134
11032,605,5/6/2006,6,240
11033,878,6/8/2006,13,207
11034,1469,3/10/2006,12,297
11035,746,11/1/2006,8,61
11036,1209,10/10/2006,15,83
11037,1236,10/31/2006,13,62
11038,901,12/18/2006,9,14
11039,778,7/16/2005,8,534
11040,671,9/9/2005,7,479
11041,840,4/14/2006,8,262
11042,948,9/30/2006,10,93
11043,754,8/1/2006,7,153
11044,579,8/3/2006,4,151
11045,759,8/7/2006,8,147
11046,1510,11/24/2006,13,38
11047,560,10/29/2006,6,64
11048,1136,12/23/2006,11,9
11049,1212,8/8/2006,10,146
11050,710,8/12/2006,8,142
11051,913,7/5/2006,11,180
11052,1182,8/22/2005,10,497
11053,509,8/3/2006,6,151
11054,1315,8/13/2006,13,141
11055,920,11/21/2006,10,41
11056,758,3/12/2006,8,295
11057,790,12/14/2006,7,18
11058,547,11/14/2006,7,48
11059,1196,12/21/2005,11,376
11060,1173,8/20/2006,10,134
11061,1585,11/4/2006,17,58
11062,1099,8/23/2006,12,131
11063,1176,9/3/2006,10,120
11064,664,10/24/2006,7,69
11065,960,11/7/2005,10,420
11066,1155,11/27/2006,14,35
11067,1071,4/13/2006,11,263
11068,959,6/9/2006,9,206
11069,889,2/13/2006,8,322
11070,678,7/1/2006,10,184
11071,683,8/16/2006,7,138
11072,918,12/8/2006,11,24
11073,993,3/21/2006,7,286
11074,1674,6/29/2006,16,186
11075,593,11/11/2006,9,51
11076,573,8/26/2006,8,128
11077,1074,8/31/2006,9,123
11078,963,6/14/2006,10,201
11079,1015,9/10/2006,11,113
11080,461,10/19/2005,4,439
11081,894,2/13/2006,9,322
11082,1268,10/23/2006,12,70
11083,594,10/6/2006,6,87
11084,967,10/21/2006,8,72
11085,1100,11/9/2006,12,53
11086,263,12/9/2006,6,23
11087,838,9/6/2006,8,117
11088,1052,10/28/2005,10,430
11089,756,10/10/2005,8,448
11090,753,9/17/2005,10,471
11091,611,9/26/2006,6,97
11092,655,2/27/2006,8,308
11093,234,5/5/2006,5,241
11094,1293,12/26/2006,14,6
11095,377,10/5/2006,6,88
11096,1245,7/12/2006,11,173
11097,1219,6/17/2006,11,198
11098,1514,7/15/2006,15,170
11099,1081,7/6/2006,11,179
11100,815,4/11/2006,7,265
11101,515,12/10/2005,5,387
11102,425,10/17/2005,6,441
11103,845,1/18/2006,6,348
11104,879,11/13/2006,13,49
11105,882,4/14/2006,15,262
11106,966,11/28/2006,7,34
11107,947,1/8/2006,9,358
11108,822,10/28/2005,9,430
11109,1052,9/28/2006,11,95
11110,487,9/4/2006,7,119
11111,656,9/12/2006,7,111
11112,622,6/3/2006,8,212
11113,778,3/9/2006,6,298
11114,984,8/6/2006,12,148
11115,1307,9/29/2006,13,94
11116,1094,8/10/2006,10,144
11117,942,8/13/2006,9,141
11118,809,4/13/2006,8,263
11119,1976,10/16/2006,20,77
11120,608,10/15/2005,8,443
11121,598,10/13/2006,9,80
11122,1077,8/12/2006,9,142
11123,779,8/22/2006,7,132
11124,634,11/20/2005,6,407
11125,1542,7/21/2006,15,164
11126,1246,10/19/2006,13,74
11127,823,11/8/2006,10,54
11128,757,7/26/2006,9,159
11129,673,9/30/2006,7,93
11130,945,9/19/2006,13,104
11131,773,12/10/2006,13,22
11132,463,3/20/2006,5,287
11133,594,10/30/2005,6,428
11134,556,10/30/2005,5,428
11135,972,7/14/2006,10,171
11136,600,12/4/2005,6,393
11137,937,5/20/2005,8,591
11138,846,12/9/2005,9,388
11139,1046,1/3/2006,8,363
11140,1992,11/10/2006,17,52
11141,707,7/25/2005,6,525
11142,896,12/29/2006,12,3
11143,575,1/6/2006,6,360
11144,1229,12/4/2006,11,28
11145,828,9/10/2006,10,113
11146,1592,10/23/2006,11,70
11147,256,6/26/2006,5,189
11148,1372,9/18/2006,16,105
11149,727,8/26/2005,8,493
11150,1318,8/24/2006,15,130
11151,751,1/16/2006,9,350
11152,1310,6/12/2006,12,203
11153,794,5/20/2006,10,226
11154,970,6/27/2006,10,188
11155,539,6/11/2006,7,204
11156,1114,10/19/2006,10,74
11157,2060,8/21/2006,17,133
11158,1006,11/13/2006,11,49
11159,1040,7/30/2006,9,155
11160,898,5/24/2006,14,222
11161,1072,9/24/2005,13,464
11162,423,10/5/2006,5,88
11163,838,11/11/2006,8,51
11164,1677,7/27/2006,14,158
11165,1326,10/10/2006,11,83
11166,1045,9/22/2006,12,101
11167,581,7/24/2006,8,161
11168,738,12/15/2005,8,382
11169,973,11/18/2006,11,44
11170,683,11/20/2005,9,407
11171,714,9/27/2006,8,96
11172,329,11/29/2006,5,33
11173,817,10/31/2006,9,62
11174,578,8/1/2006,5,153
11175,1631,11/20/2005,14,407
11176,557,4/2/2005,6,639
11177,675,12/15/2006,6,17
11178,572,12/14/2006,7,18
11179,1000,8/21/2005,11,498
11180,1221,5/17/2006,14,229
11181,613,6/26/2006,6,189
11182,466,7/31/2005,6,519
11183,1118,11/22/2006,11,40
11184,1242,12/13/2006,12,19
11185,791,3/2/2006,10,305
11186,699,8/10/2006,9,144
11187,436,7/15/2006,6,170
11188,760,8/26/2006,10,128
11189,1017,10/15/2006,11,78
11190,1126,7/28/2006,10,157
11191,1521,12/5/2006,13,27
11192,814,10/6/2006,10,87
11193,890,7/10/2006,8,175
11194,721,3/31/2005,7,641
11195,1066,6/5/2006,9,210
11196,1068,7/9/2006,13,176
11197,620,12/28/2006,5,4
11198,1092,8/9/2006,10,145
11199,370,7/19/2006,3,166
11200,1084,4/17/2006,10,259
11201,1453,9/10/2006,11,113
11202,709,9/20/2006,8,103
11203,762,6/15/2006,8,200
11204,953,12/1/2006,7,31
11205,310,9/8/2006,4,115
11206,1220,7/31/2006,14,154
11207,1068,3/15/2006,10,292
11208,938,8/27/2006,13,127
11209,1273,11/13/2005,10,414
11210,881,10/23/2006,9,70
11211,532,9/6/2006,4,117
11212,1020,8/27/2006,10,127
11213,511,9/26/2006,10,97
11214,1100,9/24/2006,13,99
11215,873,10/19/2006,11,74
11216,801,6/5/2006,7,210
11217,673,8/28/2006,7,126
11218,1500,6/21/2006,15,194
11219,783,12/25/2006,9,7
11220,1495,10/31/2006,13,62
11221,664,9/27/2006,7,96
11222,1294,8/24/2006,16,130
11223,874,11/29/2005,11,398
11224,1233,9/9/2006,8,114
11225,1086,6/17/2006,12,198
11226,780,8/29/2006,8,125
11227,1086,10/28/2006,11,65
11228,847,6/18/2006,9,197
11229,758,8/18/2006,8,136
11230,1098,2/5/2006,11,330
11231,810,4/18/2006,9,258
11232,1356,6/9/2006,12,206
11233,1070,6/10/2006,9,205
11234,437,8/30/2006,6,124
11235,1046,11/13/2006,11,49
11236,694,10/23/2006,6,70
11237,1159,7/1/2006,11,184
11238,807,3/4/2006,7,303
11239,1110,1/26/2006,14,340
11240,1712,5/6/2006,14,240
11241,1048,7/8/2006,12,177
11242,631,5/30/2006,7,216
11243,934,10/30/2006,11,63
11244,832,9/19/2005,9,469
11245,743,7/1/2006,8,184
11246,707,1/19/2006,8,347
11247,478,3/9/2006,7,298
11248,774,5/14/2006,6,232
11249,1032,11/4/2006,11,58
11250,1489,9/6/2006,13,117
11251,700,4/2/2006,7,274
11252,498,2/4/2006,8,331
11253,815,10/14/2006,11,79
11254,1012,7/25/2006,11,160
11255,1166,7/3/2006,10,182
11256,1162,12/22/2006,13,10
11257,1162,12/13/2006,13,19
11258,919,6/24/2006,11,191
11259,795,10/13/2006,8,80
11260,1372,10/10/2006,13,83
11261,706,4/12/2006,9,264
11262,1081,7/4/2006,9,181
11263,1596,11/17/2006,14,45
11264,441,6/6/2006,9,209
11265,835,9/22/2005,9,466
11266,1084,7/22/2006,12,163
11267,454,3/8/2005,5,664
11268,1170,10/19/2006,13,74
11269,953,6/24/2006,10,191
11270,1232,7/21/2006,14,164
11271,774,11/3/2006,8,59
11272,332,10/25/2004,3,798
11273,903,6/27/2006,10,188
11274,821,8/4/2006,10,150
11275,1277,8/17/2006,12,137
11276,1463,11/13/2006,14,49
11277,512,11/5/2006,7,57
11278,737,12/8/2006,9,24
11279,608,4/18/2006,9,258
11280,799,5/4/2006,8,242
11281,862,10/10/2006,11,83
11282,949,10/22/2006,12,71
11283,711,12/10/2006,9,22
11284,909,7/6/2006,9,179
11285,1524,9/17/2006,12,106
11286,436,6/3/2006,8,212
11287,1303,11/3/2006,11,59
11288,486,7/4/2006,7,181
11289,1112,8/16/2006,14,138
11290,1103,7/6/2006,16,179
11291,967,11/18/2006,11,44
11292,1057,9/20/2006,13,103
11293,966,9/9/2005,8,479
11294,1129,7/15/2006,14,170
11295,1316,7/17/2006,11,168
11296,955,6/30/2006,9,185
11297,519,6/16/2006,8,199
11298,573,9/11/2005,4,477
11299,590,12/3/2006,6,29
11300,1109,8/3/2006,12,151
11301,681,8/7/2005,9,512
11302,1349,9/22/2006,14,101
11303,76,7/26/2005,1,524
11304,1839,9/8/2006,16,115
11305,636,9/11/2006,10,112
11306,900,8/25/2006,11,129
11307,626,12/9/2006,5,23
11308,795,12/29/2006,9,3
11309,1002,9/4/2006,11,119
11310,1054,8/8/2006,9,146
11311,1042,6/5/2006,11,210
11312,1068,5/31/2006,11,215
11313,1406,8/17/2006,12,137
11314,585,7/5/2006,6,180
11315,1155,8/2/2006,10,152
11316,1330,5/20/2006,13,226
11317,1454,10/20/2006,13,73
11318,452,10/10/2005,5,448
11319,1242,2/26/2006,9,309
11320,952,5/19/2006,9,227
11321,530,4/12/2006,6,264
11322,843,8/21/2006,9,133
11323,273,12/15/2005,4,382
11324,1163,8/4/2006,12,150
11325,757,11/16/2006,8,46
11326,797,8/16/2005,5,503
11327,634,11/17/2006,7,45
11328,1470,7/16/2006,12,169
11329,604,9/7/2006,8,116
11330,849,4/10/2006,9,266
11331,907,10/26/2006,9,67
11332,1556,8/20/2006,13,134
11333,1146,10/25/2005,11,433
11334,1113,9/4/2006,12,119
11335,741,11/2/2006,8,60
11336,202,10/21/2005,3,437
11337,1133,5/23/2006,11,223
11338,451,5/16/2006,7,230
11339,1106,7/23/2006,12,162
11340,1068,6/12/2006,13,203
11341,1019,5/13/2006,12,233
11342,1304,11/1/2006,15,61
11343,795,12/26/2006,8,6
11344,647,9/24/2006,5,99
11345,817,8/15/2006,7,139
11346,521,8/1/2006,9,153
11347,1113,10/28/2006,12,65
11348,752,5/19/2006,8,227
11349,839,7/1/2006,10,184
11350,538,11/17/2005,6,410
11351,747,8/4/2006,8,150
11352,897,11/9/2006,13,53
11353,792,11/20/2006,9,42
11354,978,12/10/2006,11,22
11355,1714,11/4/2006,18,58
11356,901,11/9/2006,9,53
11357,702,5/14/2006,7,232
11358,1073,8/14/2006,12,140
11359,895,4/26/2006,7,250
11360,1439,4/18/2006,11,258
11361,978,9/28/2006,12,95
11362,708,12/9/2006,10,23
11363,899,6/2/2006,11,213
11364,1354,6/24/2006,12,191
11365,725,12/15/2005,10,382
11366,944,11/19/2006,8,43
11367,596,8/28/2006,5,126
11368,534,8/1/2006,6,153
11369,721,9/23/2006,10,100
11370,890,11/4/2006,9,58
11371,445,9/6/2005,6,482
11372,714,9/14/2005,8,474
11373,400,8/19/2006,7,135
11374,521,8/25/2006,5,129
11375,634,5/22/2006,9,224
11376,728,6/6/2006,11,209
11377,764,3/17/2006,10,290
11378,597,5/17/2006,6,229
11379,901,12/7/2006,8,25
11380,429,3/26/2006,5,281
11381,826,10/16/2006,9,77
11382,426,5/15/2006,7,231
11383,1330,10/22/2006,11,71
11384,428,4/11/2006,6,265
11385,1253,11/1/2006,10,61
11386,463,10/5/2006,7,88
11387,733,10/11/2006,10,82
11388,1152,10/11/2006,9,82
11389,298,7/2/2006,3,183
11390,785,5/14/2006,12,232
11391,1184,11/3/2005,12,424
11392,424,9/28/2006,5,95
11393,1042,12/10/2005,10,387
11394,433,12/13/2006,5,19
11395,939,12/23/2006,12,9
11396,1550,7/3/2006,14,182
11397,720,10/6/2006,6,87
11398,1044,9/9/2005,8,479
11399,842,12/17/2005,12,380
11400,220,10/20/2005,3,438
11401,515,2/7/2006,8,328
11402,479,5/16/2006,6,230
11403,948,7/31/2006,7,154
11404,915,11/16/2006,9,46
11405,1365,10/27/2006,11,66
11406,441,9/21/2005,6,467
11407,855,5/21/2006,11,225
11408,669,5/12/2006,5,234
11409,1283,11/4/2006,12,58
11410,1327,10/30/2006,16,63
11411,1265,6/14/2006,10,201
11412,1017,12/20/2006,10,12
11413,569,11/12/2006,7,50
11414,1192,12/4/2005,12,393
11415,1382,7/12/2006,13,173
11416,733,7/21/2005,7,529
11417,845,3/29/2006,8,278
11418,700,8/15/2005,5,504
11419,1182,11/19/2006,13,43
11420,304,12/21/2006,5,11
11421,1419,7/14/2006,10,171
11422,680,11/16/2006,11,46
11423,1275,9/2/2006,10,121
11424,793,9/27/2006,9,96
11425,1003,12/14/2005,10,383
11426,678,10/3/2005,8,455
11427,900,7/5/2006,7,180
11428,606,4/12/2006,8,264
11429,686,6/10/2006,8,205
11430,739,12/30/2006,10,2
11431,1004,6/18/2006,10,197
11432,1129,11/9/2006,12,53
11433,440,4/27/2006,9,249
11434,817,8/1/2006,9,153
11435,1228,7/29/2006,10,156
11436,854,4/5/2006,9,271
11437,1439,9/9/2006,17,114
11438,945,6/14/2006,10,201
11439,843,5/9/2006,9,237
11440,1164,8/26/2006,11,128
11441,709,10/21/2006,6,72
11442,628,11/3/2006,8,59
11443,968,7/19/2006,11,166
11444,922,9/11/2005,10,477
11445,757,1/7/2006,8,359
11446,684,10/6/2006,9,87
11447,739,11/22/2006,9,40
11448,705,10/19/2005,9,439
11449,818,4/6/2006,8,270
11450,728,11/4/2006,8,58
11451,636,10/26/2005,9,432
11452,506,11/1/2006,7,61
11453,535,8/26/2006,7,128
11454,509,8/4/2006,6,150
11455,606,12/14/2006,10,18
11456,780,8/25/2005,5,494
11457,554,11/17/2005,4,410
11458,895,3/12/2006,13,295
11459,746,4/13/2006,7,263
11460,540,1/10/2006,6,356
11461,922,3/3/2006,11,304
11462,1550,6/19/2006,14,196
11463,865,9/27/2006,9,96
11464,1315,11/11/2006,11,51
11465,1004,7/4/2006,11,181
11466,1034,8/23/2006,10,131
11467,1067,5/28/2006,9,218
11468,1585,10/19/2006,14,74
11469,1086,12/4/2005,10,393
11470,1302,8/14/2006,13,140
11471,1146,9/22/2006,15,101
11472,623,6/14/2006,8,201
11473,348,9/24/2006,6,99
11474,799,3/13/2006,8,294
11475,740,4/25/2005,5,616
11476,1082,9/17/2006,11,106
11477,1231,11/7/2006,11,55
11478,1477,8/10/2006,13,144
11479,1251,7/8/2006,11,177
11480,339,8/25/2006,4,129
11481,766,5/15/2006,6,231
11482,700,11/27/2006,8,35
11483,981,5/9/2006,11,237
11484,665,8/17/2006,11,137
11485,343,12/29/2006,5,3
11486,1188,9/1/2006,11,122
11487,1090,10/18/2006,12,75
11488,926,9/22/2006,11,101
11489,965,9/28/2006,11,95
11490,804,7/15/2006,6,170
11491,406,8/23/2006,8,131
11492,1236,3/12/2006,16,295
11493,820,5/25/2006,7,221
11494,203,9/19/2005,4,469
11495,1171,11/14/2005,10,413
11496,776,4/21/2005,9,620
11497,1216,9/5/2006,13,118
11498,942,1/22/2006,9,344
11499,1301,7/6/2006,14,179
11500,1477,9/18/2006,13,105
11501,596,9/20/2005,7,468
11502,537,6/30/2006,7,185
11503,779,4/12/2006,7,264
11504,610,5/31/2006,8,215
11505,1196,9/12/2006,10,111
11506,1195,4/5/2006,12,271
11507,959,4/27/2006,7,249
11508,963,7/24/2006,11,161
11509,1182,12/27/2006,12,5
11510,204,9/26/2005,3,462
11511,948,7/1/2006,11,184
11512,1106,6/23/2005,10,557
11513,897,9/10/2006,10,113
11514,539,9/12/2006,6,111
11515,1257,7/30/2006,13,155
11516,1377,10/18/2006,10,75
11517,1041,8/13/2006,12,141
11518,847,12/10/2006,10,22
11519,1033,7/13/2006,15,172
11520,1496,9/15/2006,12,108
11521,1111,10/9/2006,11,84
11522,1393,11/22/2006,12,40
11523,911,10/2/2006,10,91
11524,685,10/18/2006,8,75
11525,1095,5/24/2006,10,222
11526,931,9/16/2006,12,107
